MT-TF ENSG00000210049
RNU6-239P ENSG00000212292
MIR182 ENSG00000207990
RNU4-33P ENSG00000201186
RNU1-78P ENSG00000212550
MIR661 ENSG00000207574
RN7SL546P ENSG00000239224
RNU7-152P ENSG00000238789
RNA5SP380 ENSG00000252999
RN7SL148P ENSG00000244066
RN7SKP14 ENSG00000251809
MIR4540 ENSG00000264922
RNU7-74P ENSG00000239010
RNU4-82P ENSG00000199313
GPX5 ENSG00000257770
MIR7150 ENSG00000274932
RNU6-39P ENSG00000207072
RN7SKP91 ENSG00000222784
SNORA50D ENSG00000280894
RNU2-26P ENSG00000222440
RNU6-988P ENSG00000253437
RNU6-1040P ENSG00000206701
RNU6-379P ENSG00000200683
RNA5SP508 ENSG00000223259
RNU6-462P ENSG00000199529
RN7SKP267 ENSG00000222313
RNY4 ENSG00000252316
MIR30C1 ENSG00000207962
SNORD115-42 ENSG00000201143
RNA5SP526 ENSG00000274663
MIR190B ENSG00000215938
RN7SL413P ENSG00000242893
RN7SL691P ENSG00000239464
RN7SKP77 ENSG00000200131
RNU6-1076P ENSG00000222329
RN7SL566P ENSG00000241983
MIR557 ENSG00000207974
SNORD114-30 ENSG00000201318
RNU4-26P ENSG00000222202
RNU6-1328P ENSG00000222870
RN7SL110P ENSG00000241064
RNA5SP399 ENSG00000200873
RNU6-980P ENSG00000252734
RNU6-807P ENSG00000252614
MIR29B2 ENSG00000284203
SNORD114-23 ENSG00000200406
RNU6-708P ENSG00000206944
RNU4-81P ENSG00000200431
MIR3941 ENSG00000265442
RNU6-341P ENSG00000252782
RN7SKP59 ENSG00000222452
RNU7-140P ENSG00000238364
RNU7-110P ENSG00000252700
RNU6-873P ENSG00000200703
RNU6-260P ENSG00000206819
RN7SL178P ENSG00000263616
MIR203B ENSG00000283165
RNA5SP390 ENSG00000222123
RNA5SP161 ENSG00000200741
SNORD14E ENSG00000200879
RN7SL379P ENSG00000242998
RNA5SP156 ENSG00000222182
MIR3942 ENSG00000265102
RNU6-1200P ENSG00000206889
RNU6-1307P ENSG00000212314
RNA5SP122 ENSG00000207186
TARM1 ENSG00000273875
MIR3605 ENSG00000284154
MIR6516 ENSG00000284250
RN7SL96P ENSG00000265905
RNU6-1249P ENSG00000200107
RNU6-971P ENSG00000252729
RNY3P4 ENSG00000207157
RN7SL434P ENSG00000241868
MIR3121 ENSG00000265435
MIR3975 ENSG00000283514
RNU6-77P ENSG00000222486
RN7SKP111 ENSG00000222281
RNU6-799P ENSG00000200437
RNU4-51P ENSG00000201076
MIR4749 ENSG00000265954
RN7SKP203 ENSG00000200488
MIR4486 ENSG00000265210
RNU105B ENSG00000201348
RNU7-14P ENSG00000238468
SNORD55 ENSG00000264294
RNU6-361P ENSG00000201324
RN7SL106P ENSG00000273981
MIR6859-1 ENSG00000278267
MIR519D ENSG00000207981
RN7SKP90 ENSG00000199883
MIR3973 ENSG00000263389
RNU6-366P ENSG00000201097
MIR548AC ENSG00000264419
RNU4-47P ENSG00000222808
RN7SL454P ENSG00000243426
SNORD82 ENSG00000202400
MIR933 ENSG00000215973
MIR548AL ENSG00000264402
RNU6-102P ENSG00000207214
RNU6-320P ENSG00000252320
MIR181A1 ENSG00000207759
MIR10B ENSG00000207744
RNA5SP147 ENSG00000252302
MIR4700 ENSG00000284143
RN7SL624P ENSG00000265777
RNU4-49P ENSG00000251889
RN7SKP37 ENSG00000201364
RNU6-661P ENSG00000199279
SNORD65C ENSG00000212264
MIR34B ENSG00000207811
MIR425 ENSG00000199032
RNU6-722P ENSG00000223309
MIR6863 ENSG00000283471
RNY1P1 ENSG00000201242
OSCAR ENSG00000276982
MIR5787 ENSG00000275334
MIR3118-2 ENSG00000265322
MIR451B ENSG00000283364
SNORD92 ENSG00000264994
RN7SL731P ENSG00000264501
RNU7-22P ENSG00000252482
SCARNA21 ENSG00000252835
MIR576 ENSG00000207988
RN7SKP269 ENSG00000202415
MIR454 ENSG00000211514
SCARNA17 ENSG00000251992
MIR6511B1 ENSG00000284008
RNU6-1016P ENSG00000252498
MIR2054 ENSG00000283550
RNU6-1282P ENSG00000252544
MIR320C1 ENSG00000221493
RNA5SP520 ENSG00000252315
MIR4633 ENSG00000264563
MIR6883 ENSG00000284117
RNU6-1179P ENSG00000207397
RNA5S10 ENSG00000199910
MIR4321 ENSG00000284272
RN7SL800P ENSG00000242398
MIR1303 ENSG00000221552
RNU6-612P ENSG00000252718
MIR4737 ENSG00000264049
RNU6-927P ENSG00000252008
RN7SKP1 ENSG00000202395
SNORD124 ENSG00000238793
MIR6798 ENSG00000273898
MIR1202 ENSG00000221456
RNVU1-19 ENSG00000275538
RNA5SP190 ENSG00000202092
RN7SL269P ENSG00000243051
MIR548AA2 ENSG00000207688
RN7SL806P ENSG00000242719
MIR4765 ENSG00000265057
MIR5692C2 ENSG00000266668
RNU6-509P ENSG00000200389
RN7SKP88 ENSG00000252656
RNU6-274P ENSG00000239075
MIR4264 ENSG00000266436
RN7SL565P ENSG00000276562
RN7SL123P ENSG00000266863
RN7SL509P ENSG00000263479
SNORA80B ENSG00000206633
MIR3682 ENSG00000265452
MIR4659B ENSG00000283386
RNU1-131P ENSG00000238833
MIR6816 ENSG00000278278
RNU6ATAC33P ENSG00000221574
RN7SL713P ENSG00000264128
SNORD115-7 ENSG00000278089
MIR5193 ENSG00000283726
RNU6-853P ENSG00000201176
MIR3926-1 ENSG00000266206
RNU6-1272P ENSG00000199646
MIR3146 ENSG00000265932
RNU6-439P ENSG00000206915
RN7SKP191 ENSG00000201583
MIR4288 ENSG00000265251
MIR6826 ENSG00000278658
RNU6-1300P ENSG00000212348
MIR4467 ENSG00000284596
RNU6-863P ENSG00000251798
MIR548AZ ENSG00000276479
RNU6-692P ENSG00000207225
MIR577 ENSG00000207931
RN7SKP296 ENSG00000223117
RN7SL383P ENSG00000263556
RNU6-932P ENSG00000212410
MIR6893 ENSG00000276598
RN7SL557P ENSG00000266166
MIR593 ENSG00000207588
MIR548T ENSG00000221296
RNA5SP409 ENSG00000252624
RN7SL223P ENSG00000240202
RNA5SP187 ENSG00000207129
MIR384 ENSG00000283242
MIR585 ENSG00000207619
MIR6845 ENSG00000284142
RNU6-700P ENSG00000212345
RN7SL393P ENSG00000243723
RNU6-541P ENSG00000207440
RNA5SP35 ENSG00000212559
MIR4254 ENSG00000266580
MIR7702 ENSG00000274263
MIR101-2 ENSG00000199065
RNU6-536P ENSG00000200254
RNU4-41P ENSG00000201296
MIR147A ENSG00000207814
MIR5100 ENSG00000263795
RN7SL166P ENSG00000275014
RNU6-1019P ENSG00000201294
MIR4767 ENSG00000264268
MIR1279 ENSG00000283476
SNORD117 ENSG00000265849
RNU6-1318P ENSG00000202259
SNORD115-22 ENSG00000201326
MIR6808 ENSG00000284372
MIR8073 ENSG00000276765
SNORD114-2 ENSG00000200823
RNA5SP178 ENSG00000222312
SNORA73A ENSG00000274266
RNU6-916P ENSG00000251897
RNU6-486P ENSG00000199986
MIR1976 ENSG00000238705
RN7SL744P ENSG00000264028
MIR548AP ENSG00000264406
RN7SL459P ENSG00000240993
RNY3P13 ENSG00000202412
RN7SKP142 ENSG00000223168
RN7SL418P ENSG00000241665
NLRP7 ENSG00000277071
RN7SL834P ENSG00000243650
MIR3157 ENSG00000266407
MIR3176 ENSG00000266235
RNVU1-17 ENSG00000207349
SNORA13 ENSG00000238363
RNU6-938P ENSG00000223217
RN7SL356P ENSG00000266553
RNU6-100P ENSG00000252414
MIR4720 ENSG00000284473
MIR4484 ENSG00000265092
RN7SL487P ENSG00000243871
RNU6-513P ENSG00000251913
RN7SKP112 ENSG00000223145
MIR6510 ENSG00000283796
RN7SKP78 ENSG00000201581
RNA5SP37 ENSG00000202290
SNORA50A ENSG00000206952
MIR610 ENSG00000207874
SNORD12 ENSG00000212304
MIR3188 ENSG00000267959
RNU6-1194P ENSG00000252017
RN7SKP206 ENSG00000222755
RN7SL18P ENSG00000241625
RN7SKP130 ENSG00000201794
RNA5SP472 ENSG00000200738
MIR6745 ENSG00000275208
RNU6-353P ENSG00000201136
RNA5SP230 ENSG00000252848
MIR4752 ENSG00000264703
RNA5SP535 ENSG00000274097
RNU7-190P ENSG00000239185
SNORD115-43 ENSG00000202373
MIR3197 ENSG00000263681
RNA5SP248 ENSG00000202472
RNU6-176P ENSG00000253005
MIR4488 ENSG00000266006
RNU6-64P ENSG00000252928
RNU6-285P ENSG00000222488
RNU4-44P ENSG00000199920
RNU6-290P ENSG00000202082
RNA5SP436 ENSG00000251829
MIR7978 ENSG00000283281
RN7SKP42 ENSG00000222845
RNU2-7P ENSG00000222726
RNU6-164P ENSG00000201474
RNU6-1051P ENSG00000202341
MIR7155 ENSG00000278359
RNU6-1110P ENSG00000252271
MIR1229 ENSG00000221394
RNU6-1335P ENSG00000202296
RNA5SP473 ENSG00000252211
RN7SKP186 ENSG00000202241
MIR4655 ENSG00000265089
RN7SKP171 ENSG00000201287
MIR920 ENSG00000216192
SNORD84 ENSG00000265607
RN7SKP57 ENSG00000253057
MIR589 ENSG00000207973
MIR4251 ENSG00000283572
MIR1297 ENSG00000283126
SNORD116-26 ENSG00000251815
RNA5SP254 ENSG00000252535
RN7SL840P ENSG00000272536
MIR4293 ENSG00000266321
MIR4283-1 ENSG00000264426
SNORD114-5 ENSG00000199798
RNU6-579P ENSG00000252688
RNU6-1123P ENSG00000199217
MIR342 ENSG00000199082
RNA5SP466 ENSG00000252546
RN7SKP229 ENSG00000222397
MIR590 ENSG00000207741
MIR7151 ENSG00000276866
RNU6-584P ENSG00000222282
MIR299 ENSG00000207749
MIR383 ENSG00000199127
RNU6-652P ENSG00000202358
RNU6-877P ENSG00000206595
RNU6-787P ENSG00000206759
MIR7847 ENSG00000284594
RNU7-141P ENSG00000238777
MIR378D2 ENSG00000284288
MIR543 ENSG00000212040
RNU6-856P ENSG00000252768
MIR4699 ENSG00000265227
RNA5SP288 ENSG00000251884
RNU6-1011P ENSG00000207399
MIR7705 ENSG00000284570
MIR7706 ENSG00000284160
MIR2276 ENSG00000252695
RNA5S6 ENSG00000200624
MIR876 ENSG00000215966
RN7SKP285 ENSG00000222069
MIR9-1 ENSG00000207933
RNA5SP414 ENSG00000274228
RNU5E-4P ENSG00000201801
MIR6862-1 ENSG00000275429
RNU6-115P ENSG00000201180
MIR8065 ENSG00000273648
MIR3960 ENSG00000283863
MIR5187 ENSG00000284035
SNORD6 ENSG00000202314
RNU6-1327P ENSG00000202172
RN7SL640P ENSG00000278825
MIR1203 ENSG00000221739
RN7SL176P ENSG00000266610
RNU2-22P ENSG00000223198
MIR6741 ENSG00000284519
TSEN34 ENSG00000273896
MIR502 ENSG00000272080
MIR324 ENSG00000199053
RNA5SP488 ENSG00000201812
RNU4-77P ENSG00000252501
RNU6-701P ENSG00000206786
MIR8085 ENSG00000284258
MIR7162 ENSG00000284277
MIR934 ENSG00000216060
RNU6-63P ENSG00000252499
RNU2-19P ENSG00000253097
RNU6-1325P ENSG00000201775
RN7SL531P ENSG00000264071
MIR6788 ENSG00000274838
RN7SKP199 ENSG00000222257
MIR125A ENSG00000208008
MIR936 ENSG00000283788
RNU6-449P ENSG00000206641
MIR518C ENSG00000283490
MIR548AV ENSG00000263750
MIR1260A ENSG00000221754
SNORA63C ENSG00000201448
SNORD117 ENSG00000265116
RNU6-1255P ENSG00000200304
MIR381 ENSG00000199020
RN7SL309P ENSG00000239356
MIR518A2 ENSG00000207699
MIR4758 ENSG00000284074
RNU6-1004P ENSG00000252393
MIR1282 ENSG00000221792
SNORD116-22 ENSG00000275127
RNA5SP252 ENSG00000212433
RNA5SP346 ENSG00000200411
MIR548S ENSG00000265056
MIR3136 ENSG00000265355
MIR4713 ENSG00000266593
RNU6-400P ENSG00000212475
RN7SL299P ENSG00000242794
SNORD121A ENSG00000238886
MIR4435-2 ENSG00000266139
RNU6-766P ENSG00000199348
SNORD68 ENSG00000200084
MIR1972-1 ENSG00000238728
RN7SKP65 ENSG00000222210
MIR544B ENSG00000265981
RNU6-738P ENSG00000207261
MIR7845 ENSG00000277590
RN7SKP210 ENSG00000238875
RNU5A-8P ENSG00000200972
MIR4728 ENSG00000265178
RNU6-690P ENSG00000202112
RNU6-1231P ENSG00000252994
RNA5SP481 ENSG00000252623
RNU6-172P ENSG00000222932
MIR5091 ENSG00000266240
MIR499A ENSG00000207635
MIR200B ENSG00000207730
MIR3591 ENSG00000207778
RNU5D-2P ENSG00000252521
RNA5SP101 ENSG00000252845
RNU6-828P ENSG00000201746
MIR548H4 ENSG00000221616
MIR5008 ENSG00000264483
RN7SKP54 ENSG00000222636
MIR711 ENSG00000284251
RNA5SP236 ENSG00000251978
MIR4426 ENSG00000283795
MIR199A1 ENSG00000207752
MIR3924 ENSG00000264747
RNA5SP464 ENSG00000252060
MIR8076 ENSG00000275670
MIR6124 ENSG00000275373
RNU6-672P ENSG00000206638
RNU6-1053P ENSG00000251739
RNU6-957P ENSG00000200522
MIR6843 ENSG00000284280
MIR6887 ENSG00000284065
RNU2-52P ENSG00000222612
MIR8068 ENSG00000273912
RN7SL813P ENSG00000241074
MIR4448 ENSG00000263932
MIR1260B ENSG00000266192
MIR518B ENSG00000207862
RN7SKP114 ENSG00000222259
MIR6757 ENSG00000278108
RNA5SP378 ENSG00000200516
MIR4661 ENSG00000266194
RN7SL655P ENSG00000241963
SNORD116-28 ENSG00000278123
MIR4277 ENSG00000263746
MIR519A1 ENSG00000207992
MIR3920 ENSG00000263885
RN7SL128P ENSG00000240869
MIR3613 ENSG00000264864
SNORA79B ENSG00000222489
MIR1245B ENSG00000283238
MIR6851 ENSG00000275651
MIR494 ENSG00000194717
MIR4495 ENSG00000265861
MIR3650 ENSG00000265304
RNU4-61P ENSG00000223175
RN7SL838P ENSG00000243562
MIR26B ENSG00000199121
MIR3929 ENSG00000265641
RNU6-514P ENSG00000206935
MIR4803 ENSG00000264099
MIR8079 ENSG00000276319
RN7SL372P ENSG00000242565
MIR601 ENSG00000207991
RNY1P9 ENSG00000255156
RNU1-106P ENSG00000207110
RN7SL11P ENSG00000239316
MIR3193 ENSG00000264395
RNU6-1138P ENSG00000202229
MIR516A2 ENSG00000207620
MIR7703 ENSG00000283856
MIR3937 ENSG00000263730
RNU6-441P ENSG00000207275
MIR941-1 ENSG00000283206
MIR1302-3 ENSG00000221055
RNU7-161P ENSG00000253098
SNORA22C ENSG00000207344
RNA5SP460 ENSG00000252598
RNU4ATAC14P ENSG00000252013
MIR3713 ENSG00000266449
MIR4286 ENSG00000263762
MIR505 ENSG00000207633
MIR4784 ENSG00000284149
RNU6-783P ENSG00000252519
RNU6-1333P ENSG00000251971
MIR5591 ENSG00000264621
RN7SL318P ENSG00000242079
MIR6768 ENSG00000274805
MIR6856 ENSG00000277713
MIR4774 ENSG00000265694
RNU7-12P ENSG00000251839
MIR105-2 ENSG00000207818
RNU1-62P ENSG00000199469
MIR3179-2 ENSG00000257381
MIR6089 ENSG00000277120
MIR548AE1 ENSG00000266808
SNORA36C ENSG00000207016
MIR550A1 ENSG00000207771
RNU6-262P ENSG00000222249
RNU6-598P ENSG00000200887
RNU7-99P ENSG00000252080
MIR3972 ENSG00000266634
MIR27A ENSG00000207808
MIR3616 ENSG00000264901
MIR4536-2 ENSG00000266328
MIR3151 ENSG00000265657
MIR553 ENSG00000207750
RNU1-141P ENSG00000201493
MIR4261 ENSG00000265418
RNU6-1192P ENSG00000277029
RN7SL155P ENSG00000263490
MIR1249 ENSG00000221598
RNU6-85P ENSG00000271932
RNU2-53P ENSG00000252066
MIR205 ENSG00000284485
MIR222 ENSG00000207725
MIR4772 ENSG00000264764
SNORD19B ENSG00000238862
MIR3135A ENSG00000266745
RNU6-198P ENSG00000206985
RN7SL457P ENSG00000263794
MIR3672 ENSG00000265456
MIR9500 ENSG00000283639
MIR26A2 ENSG00000207789
MIR2115 ENSG00000252466
MIR548X ENSG00000265841
MIR891B ENSG00000216064
MIR665 ENSG00000283159
RN7SL493P ENSG00000266439
RNU6-471P ENSG00000206671
MIR5588 ENSG00000264614
NLRP2 ENSG00000278789
MIR4790 ENSG00000265180
RNA5SP324 ENSG00000202047
MIR412 ENSG00000199012
RNU1-115P ENSG00000202199
MIR4651 ENSG00000284334
RNU7-127P ENSG00000238812
RNU7-10P ENSG00000271841
RNU6ATAC42P ENSG00000221564
RNU6ATAC31P ENSG00000221440
MIR8064 ENSG00000275789
MIR4538 ENSG00000263413
RNU6-428P ENSG00000199812
SNORD17 ENSG00000212232
RN7SL767P ENSG00000241529
MIR1205 ENSG00000221771
MIR4509-2 ENSG00000266039
MIR548AG1 ENSG00000265829
TJP1 ENSG00000277401
MIR4289 ENSG00000265873
RN7SL762P ENSG00000244308
RNA5SP308 ENSG00000199402
RN7SL357P ENSG00000265894
RNU6-2 ENSG00000207357
MIR5572 ENSG00000284059
MIR367 ENSG00000199169
SNORD32B ENSG00000265926
MIR219B ENSG00000283335
RNU1-41P ENSG00000251970
RN7SKP9 ENSG00000201793
MIR3688-1 ENSG00000264105
MIR549A ENSG00000208003
RNU6-1238P ENSG00000253024
MIR6877 ENSG00000273932
RNU6-485P ENSG00000200345
RNU1-103P ENSG00000252311
MIR193A ENSG00000207614
MIR7161 ENSG00000278571
RNU6-578P ENSG00000212282
RNU6-214P ENSG00000206857
RNU6-410P ENSG00000252815
MIR4429 ENSG00000264010
RNU2-23P ENSG00000222477
RNU6-529P ENSG00000200253
MIR651 ENSG00000207628
RNA5S4 ENSG00000200381
RNU6-930P ENSG00000212240
SNORD57 ENSG00000226572
RN7SL36P ENSG00000244314
MIR4267 ENSG00000265682
RNU7-104P ENSG00000238542
RNU7-81P ENSG00000252507
MIR548I4 ENSG00000221494
RNA5SP137 ENSG00000252642
MIR6810 ENSG00000278524
RNU6-804P ENSG00000207013
MIR1911 ENSG00000222715
RN7SL322P ENSG00000276588
RNU6-105P ENSG00000200779
RN7SKP273 ENSG00000223324
MIR941-2 ENSG00000216141
RN7SL827P ENSG00000271986
RNU2-62P ENSG00000222800
RN7SL208P ENSG00000264391
RN7SL656P ENSG00000265411
MIR885 ENSG00000216135
RNU6-614P ENSG00000207097
RNU6-169P ENSG00000202206
RNY3P10 ENSG00000207495
MIR196B ENSG00000283745
RN7SL134P ENSG00000263360
RNU6-1214P ENSG00000200520
RN7SL105P ENSG00000243704
MIR552 ENSG00000207941
RNA5SP160 ENSG00000201736
RN7SL143P ENSG00000244003
MIR3610 ENSG00000283956
RNA5SP210 ENSG00000212336
RNU1-8P ENSG00000207056
RNU6-1037P ENSG00000238680
RNU1-17P ENSG00000199892
RNU2-41P ENSG00000222923
MIR6733 ENSG00000284410
SNORA61 ENSG00000278274
RNU6-480P ENSG00000207060
MIR1302-7 ENSG00000221768
MIR7852 ENSG00000275455
RNU6-816P ENSG00000212216
RN7SL306P ENSG00000242241
RN7SKP6 ENSG00000201665
RNU4-31P ENSG00000206938
RNU6-1028P ENSG00000252973
MIRLET7F1 ENSG00000199072
RNA5SP461 ENSG00000252260
RNU5A-2P ENSG00000207065
RNA5SP189 ENSG00000201790
RN7SL403P ENSG00000240625
MIR361 ENSG00000199051
RNA5SP41 ENSG00000222952
RNU1-146P ENSG00000200885
MIR664A ENSG00000281696
RNU4-25P ENSG00000222501
RNA5SP429 ENSG00000200558
RNA5SP50 ENSG00000200601
RNU6-991P ENSG00000251977
RNY4P27 ENSG00000200211
MIR513C ENSG00000216171
RNU6-1032P ENSG00000206827
RNU6-626P ENSG00000200224
MIR3652 ENSG00000284503
RNU6-596P ENSG00000202265
RNA5SP131 ENSG00000202322
RNU6-371P ENSG00000201153
RNY4P10 ENSG00000202441
SNORA11C ENSG00000221459
MIR1302-1 ENSG00000283507
RN7SKP32 ENSG00000222099
RNA5SP426 ENSG00000199771
SNORD113-5 ENSG00000272474
RN7SL491P ENSG00000264400
SNORD115-25 ENSG00000199489
MIR127 ENSG00000207608
RN7SKP102 ENSG00000223118
RN7SKP123 ENSG00000222664
RN7SL42P ENSG00000263999
SNORD95 ENSG00000264549
RN7SL704P ENSG00000241693
MIR487B ENSG00000207754
RNA5SP172 ENSG00000201931
RNU7-107P ENSG00000238523
RNA5SP177 ENSG00000222054
RNU6ATAC2P ENSG00000210678
RN7SL441P ENSG00000241413
MIR147B ENSG00000284386
RNU6-75P ENSG00000251753
RNU6-252P ENSG00000200102
RN7SKP180 ENSG00000200783
MIR6770-1 ENSG00000278265
RNA5S1 ENSG00000199352
RN7SL368P ENSG00000239948
RNVU1-4 ENSG00000277610
RNU6-789P ENSG00000252914
MIR5010 ENSG00000283929
RNU6-908P ENSG00000222092
RNU6-87P ENSG00000272028
MIR152 ENSG00000207947
RNU6-1294P ENSG00000251804
RN7SKP87 ENSG00000200966
RN7SKP236 ENSG00000274662
RN7SL308P ENSG00000243951
RN7SKP5 ENSG00000252854
SCARNA6 ENSG00000251791
MIR6790 ENSG00000273758
RNU6-899P ENSG00000200817
RNA5SP339 ENSG00000212289
RNU6-1201P ENSG00000206954
RNU6-702P ENSG00000201852
RN7SL568P ENSG00000239703
RNU7-51P ENSG00000252369
MIR4322 ENSG00000264266
RN7SL144P ENSG00000242559
RNU6-946P ENSG00000206605
RNU6-668P ENSG00000201050
RN7SKP204 ENSG00000202351
RN7SKP31 ENSG00000252163
RN7SL332P ENSG00000242989
TARM1 ENSG00000275384
RN7SL274P ENSG00000263947
MIR6795 ENSG00000275711
RNU6-474P ENSG00000206970
RNA5SP412 ENSG00000277004
SNORD116-18 ENSG00000206688
RNU6-1013P ENSG00000206907
RNU4-73P ENSG00000200034
MIR523 ENSG00000283455
RNU6-173P ENSG00000201085
SNORD114-31 ENSG00000200089
RN7SKP254 ENSG00000222617
SNORD116-16 ENSG00000207263
RN7SL602P ENSG00000264352
RNA5SP218 ENSG00000200058
RNA5SP260 ENSG00000200719
SCARNA10 ENSG00000239002
MIR6513 ENSG00000284173
RNU2-25P ENSG00000222973
SCARNA18B ENSG00000238754
SNORD77B ENSG00000212414
RNU6-830P ENSG00000252162
RNU4-37P ENSG00000222146
RNU6-11P ENSG00000201104
RN7SL261P ENSG00000277762
RNU6-918P ENSG00000212521
MIR103A2 ENSG00000199024
RN7SL633P ENSG00000240186
RN7SL432P ENSG00000242769
SNORA26 ENSG00000212588
RNU6-164P ENSG00000262922
RNU7-188P ENSG00000252872
RNU6-259P ENSG00000206726
RNU7-115P ENSG00000252242
MIR3156-3 ENSG00000266211
RNU6-308P ENSG00000212259
RNU6-592P ENSG00000223265
RNU6-1029P ENSG00000206836
RN7SL554P ENSG00000240936
MIR6082 ENSG00000278502
RN7SL449P ENSG00000242889
RN7SKP212 ENSG00000222783
RN7SL745P ENSG00000242182
RNA5SP209 ENSG00000223169
RNU6-673P ENSG00000201954
RNU6-143P ENSG00000252751
RN7SL23P ENSG00000240823
RNU6-1075P ENSG00000201260
MIR877 ENSG00000216101
RNU6-1237P ENSG00000207508
RNU6-881P ENSG00000252622
SNORD114-15 ENSG00000201557
RNU2-44P ENSG00000252604
RNU5F-1 ENSG00000199377
SNORD63B ENSG00000222937
MIR653 ENSG00000208014
RNU4-74P ENSG00000223212
MIR25 ENSG00000207547
RNU6-1108P ENSG00000252117
RN7SKP27 ENSG00000222616
SNORD3E ENSG00000280704
RNA5SP154 ENSG00000252002
RN7SKP43 ENSG00000251982
RN7SL544P ENSG00000275230
MIR875 ENSG00000216069
SNORA9 ENSG00000277184
RNU6-888P ENSG00000199880
RN7SKP17 ENSG00000223174
SNORD56 ENSG00000229686
RNU6-55P ENSG00000223024
RNU6-1239P ENSG00000212612
MIR5194 ENSG00000264653
RN7SKP235 ENSG00000222594
RNU1-57P ENSG00000207220
RNU6-920P ENSG00000222858
RNY3P5 ENSG00000206854
SNORA2A ENSG00000206612
RNU7-170P ENSG00000239082
RN7SL775P ENSG00000243370
RNU6-92P ENSG00000272393
MIR450A1 ENSG00000199132
RNU4-13P ENSG00000200889
RNU6-760P ENSG00000251887
RNU4ATAC8P ENSG00000252005
SNORD52 ENSG00000201754
RN7SL237P ENSG00000264767
SNORD117 ENSG00000201785
MIR450A2 ENSG00000207755
RNU6-275P ENSG00000201780
RN7SL196P ENSG00000274424
RNA5SP202 ENSG00000201185
RNU6-31P ENSG00000207116
RNY4P29 ENSG00000222733
SNORA41 ENSG00000207406
MIR509-1 ENSG00000208000
RNU7-54P ENSG00000238590
RNU6-166P ENSG00000207099
SNORA17B ENSG00000280496
RN7SL666P ENSG00000240639
RNU6-992P ENSG00000200213
RNU6-1257P ENSG00000207355
RNA5SP447 ENSG00000200619
RN7SL849P ENSG00000243115
RNU6-543P ENSG00000199446
RNU6-805P ENSG00000202513
RNU6-22P ENSG00000207083
RNU6-821P ENSG00000274706
TSEN34 ENSG00000274672
RN7SL422P ENSG00000274852
RNU7-47P ENSG00000251787
RNU6-880P ENSG00000207256
RN7SL783P ENSG00000265885
RNU6-919P ENSG00000252540
RN7SKP299 ENSG00000271765
RNU6-402P ENSG00000222610
RNA5SP134 ENSG00000252301
RNU6-955P ENSG00000222429
RNU6-62P ENSG00000252335
RNU6-489P ENSG00000277341
RNU7-187P ENSG00000238998
RN7SL193P ENSG00000239679
RNU4-60P ENSG00000253048
RNU6-1167P ENSG00000200097
RNU6-512P ENSG00000201308
RNU6-227P ENSG00000199735
RNA5SP469 ENSG00000201035
RN7SL292P ENSG00000242650
RNA5SP127 ENSG00000222983
RN7SL154P ENSG00000264317
SNORD65 ENSG00000277512
RNU6-1125P ENSG00000200471
RNA5SP56 ENSG00000222209
RN7SKP48 ENSG00000201901
RNU6-273P ENSG00000252746
LENG1 ENSG00000276628
RNU6-220P ENSG00000212221
RN7SL703P ENSG00000266317
RN7SKP295 ENSG00000253073
RN7SL170P ENSG00000241821
RNU6-1251P ENSG00000201372
RNA5SP415 ENSG00000253055
RN7SKP225 ENSG00000222337
RNU6-1007P ENSG00000252395
RNU6-228P ENSG00000199570
RNU6-91P ENSG00000272439
RNU1-32P ENSG00000200807
RNA5SP89 ENSG00000222232
RNU6-1147P ENSG00000200250
RN7SL398P ENSG00000244356
RNU6-1003P ENSG00000252908
RNU6-296P ENSG00000207338
RN7SL339P ENSG00000265740
RPPH1 ENSG00000277209
RNU4-66P ENSG00000202069
SNORD62B ENSG00000231587
RN7SKP110 ENSG00000222078
RNU6-103P ENSG00000200556
MIR3165 ENSG00000263742
RN7SL52P ENSG00000264002
RN7SL258P ENSG00000240589
RN7SL658P ENSG00000239333
RNU1-95P ENSG00000252166
RN7SL856P ENSG00000276653
RNU6-360P ENSG00000212246
MIR620 ENSG00000207967
SNORD125 ENSG00000239127
CNOT3 ENSG00000277615
RNU12-2P ENSG00000201659
MIR6730 ENSG00000276830
RNU6-136P ENSG00000207393
RN7SL230P ENSG00000264916
RNU6-359P ENSG00000202336
MIR3170 ENSG00000263399
RNU6-203P ENSG00000206765
RNU6-1240P ENSG00000202025
SNORD114-29 ENSG00000201689
MIR1231 ENSG00000221028
SNORD46 ENSG00000200913
RN7SL238P ENSG00000276891
RNU6-291P ENSG00000207451
MIR323B ENSG00000208004
RN7SKP128 ENSG00000201140
RNU6-1178P ENSG00000252483
RNU1-61P ENSG00000251916
RNU2-34P ENSG00000252343
RN7SL7P ENSG00000266794
MIR4682 ENSG00000265370
RNA5SP328 ENSG00000222740
RN7SL462P ENSG00000276522
RNA5SP305 ENSG00000199535
MIR5701-2 ENSG00000277841
RN7SL271P ENSG00000239250
MIR483 ENSG00000207805
RNU2-8P ENSG00000222659
RNA5SP36 ENSG00000222129
RNU6-941P ENSG00000252155
MIR4312 ENSG00000265195
MIR200C ENSG00000207713
RNU6-212P ENSG00000199512
RN7SL558P ENSG00000243260
GSTT2B ENSG00000278695
SNORD48 ENSG00000265732
RNU6-1319P ENSG00000212157
RNU6-1116P ENSG00000253078
